SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1,-122.3842523,47.59461779,1064,26900,26900,1197801,Matched,Block,,HARBOR AVE SW BETWEEN ALKI AVE SW AND SW CALIFORNIA PL,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2004/12/04 00:00:00+00,12-04-2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,4339016,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3861122,47.56470179,1065,1134,1134,3550314,Matched,Block,,SW GENESEE ST BETWEEN 42ND AVE SW AND CALIFORNIA AVE SW, ,,1,Property Damage Only Collision,Other,1,0,0,1,2013/03/26 00:00:00+00,3/26/2013 3:55:00 PM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Daylight,,,,50,Fixed object,0,0,N
2,-122.3555513,47.72527507,1066,17900,17900,1780836,Matched,Block,,GREENWOOD AVE N BETWEEN N 132ND ST AND N 133RD ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/04/26 00:00:00+00,4/26/2004 9:45:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear,Dry,Dark - Street Lights On,,4117024,Y,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3842523,47.59461779,1068,71000,71000,2619420,Matched,Block,,HARBOR AVE SW BETWEEN ALKI AVE SW AND SW CALIFORNIA PL,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/06/18 00:00:00+00,6/18/2007 8:46:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,7169024,,32,One parked--one moving,0,0,N
1,-122.3063057,47.61003107,1069,320915,322415,E925379,Matched,Intersection,30164,20TH AVE AND E MARION S ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2019/04/29 00:00:00+00,4/29/2019 5:11:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.2980618,47.58760704,1070,63200,63200,2058051,Matched,Block,,M L KING JR WAY S BETWEEN S MASSACHUSETTS ST AND S GRAND ST,,,2,Injury Collision,Parked Car,2,0,0,2,2006/03/09 00:00:00+00,03-09-2006,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,6068001,,32,One parked--one moving,0,0,N
1,-122.3240241,47.62198951,1071,1089,1089,3615254,Matched,Intersection,29141,BELMONT AVE E AND E HARRISON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/25 00:00:00+00,3/25/2013 7:00:00 AM,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3295882,47.5453369,1072,59200,59200,C679570,Matched,Intersection,34219,4TH AVE S AND S MICHIGAN ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2006/12/30 00:00:00+00,12/30/2006 10:55:00 AM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6364026,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3477905,47.73322022,1073,330979,332479,EA30980,Matched,Block,,LINDEN AVE N BETWEEN N 143RD ST AND N 145TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2020/04/24 00:00:00+00,4/24/2020 12:21:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,Y,20,One car leaving parked position,0,0,N
1,-122.3200756,47.63782614,1074,48800,48800,2354096,Matched,Block,,10TH AVE E BETWEEN E NEWTON ST AND E BOSTON ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2006/04/02 00:00:00+00,04-02-2006,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,1,Overcast,Dry,Dark - Street Lights On,,6092027,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,,,1075,36900,36900,1933306,Matched,Block,,BROAD ST BETWEEN 5TH AVE N AND TAYLOR AVE N,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2005/10/04 00:00:00+00,10-04-2005,Mid-Block (but intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,5277028,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.310151,47.61601517,1076,1363,1363,3605979,Matched,Block,,17TH AVE BETWEEN E MADISON ST AND E OLIVE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/04/02 00:00:00+00,04-02-2013 19:32,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
1,-122.2621733,47.55110371,1077,97600,97600,3296413,Matched,Intersection,33711,SEWARD PARK AVE S AND S ORCAS ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2009/06/30 00:00:00+00,6/30/2009 6:19:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,9181021,,10,Entering at angle,0,0,N
2,-122.3391205,47.61120104,1078,21400,21400,1783744,Matched,Block,,3RD AVE BETWEEN PINE ST AND STEWART ST,,,2,Injury Collision,Rear Ended,3,0,0,3,2004/10/26 00:00:00+00,10/26/2004 5:24:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,4300017,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3120518,47.65903992,1079,320863,322363,E937613,Matched,Block,,15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2019/07/07 00:00:00+00,07-07-2019 00:44,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,Y
1,-122.3046123,47.64660623,1080,330908,332408,EA30266,Matched,Block,,MONTLAKE BLVD E BETWEEN E SHELBY ST AND MONTLAKE BR, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2020/04/22 00:00:00+00,4/22/2020 1:31:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,Y,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3141717,47.67125233,1081,45700,45700,1079724,Matched,Intersection,25737,BROOKLYN AVE NE AND NE RAVENNA EB BV,,,2,Injury Collision,Pedestrian,2,1,0,1,2005/12/04 00:00:00+00,12-04-2005,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Unknown,Unknown,Dark - Street Lights On,Y,5338021,,2,Vehicle turning left hits pedestrian,0,0,N
1,-122.3822654,47.59012336,1082,1077,1077,3553635,Matched,Block,,CALIFORNIA WAY SW BETWEEN FERRY AVE SW AND HARBOR AVE SW, ,,1,Property Damage Only Collision,Other,1,0,0,1,2013/03/25 00:00:00+00,3/25/2013 9:05:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Daylight,,,,50,Fixed object,0,0,N
2,-122.3473236,47.69962709,1084,330952,332452,EA30659,Matched,Intersection,37416,LINDEN AVE N AND N 97TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,2020/04/17 00:00:00+00,4/17/2020 8:18:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Dusk,,,,5,Vehicle Strikes Pedalcyclist,0,0,N
1,-122.3782468,47.63349091,1085,83000,83000,2826284,Matched,Block,,MAGNOLIA BR BETWEEN MAGNOLIA BR OFF RP AND MAGNOLIA EB E BR,,,1,Property Damage Only Collision,Other,1,0,0,1,2008/03/26 00:00:00+00,3/26/2008 11:51:00 PM,Mid-Block (but intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Overcast,Wet,Unknown,,8086002,,50,Fixed object,0,0,N
1,-122.3013165,47.54534364,1086,24100,24100,1788069,Matched,Block,,S EDDY ST BETWEEN 24TH AVE S AND BEACON WR AVE S,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2004/03/22 00:00:00+00,3/22/2004 6:43:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4082010,,32,One parked--one moving,0,0,N
1,-122.3513009,47.65028099,1088,1184,1184,3615267,Matched,Block,,EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/24 00:00:00+00,3/24/2013 2:00:00 AM,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3473385,47.66144499,1089,70000,70000,2611544,Matched,Block,,AURORA AVE N BETWEEN N PHINNEY WAY AND N 46 UPPER ST,,,1,Property Damage Only Collision,Other,3,0,0,1,2007/01/16 00:00:00+00,1/16/2007 7:37:00 AM,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,0,Snowing,Snow/Slush,Daylight,,7016010,,50,Fixed object,0,0,N
2,-122.3342014,47.57877071,1090,43600,43600,1482399,Matched,Block,,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,,,2,Injury Collision,Other,2,0,0,2,2005/03/08 00:00:00+00,03-08-2005,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5067010,,22,One car leaving driveway access,0,0,N
1,-122.3373936,47.61266535,1091,30100,30100,1777460,Matched,Intersection,29567,5TH AVE AND OLIVE WAY,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/01/23 00:00:00+00,1/23/2004 12:07:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4023021,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3339088,47.61137436,1093,1177,1177,3345094,Matched,Block,,PIKE ST BETWEEN 6TH AVE AND 7TH AVE, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 3:23:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3539806,47.6621407,1094,1278,1278,3568599,Matched,Intersection,25686,PHINNEY AVE N AND N 46TH ST, ,,2,Injury Collision,Left Turn,2,0,0,2,2013/04/01 00:00:00+00,04-01-2013 13:23,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3353207,47.61852163,1095,320851,322351,E937312,Unmatched,Intersection,29505,BOREN AVE AND DENNY WAY, ,,1,Property Damage Only Collision,,1,0,0,0,2019/07/06 00:00:00+00,07-06-2019,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3346068,47.60291078,1096,320825,322325,E937122,Matched,Block,,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/07/04 00:00:00+00,07-04-2019 22:35,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Unknown,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.302495,47.59787672,1097,84300,84300,2897630,Matched,Block,,S KING ST BETWEEN DEAD END 1 AND 23RD AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/01/23 00:00:00+00,1/23/2008 7:00:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Unknown,Unknown,Dusk,,8023032,,32,One parked--one moving,0,0,N
1,-122.3335556,47.67261944,1098,330806,332306,EA29630,Matched,Block,,MERIDIAN AVE N BETWEEN N 60TH ST AND N 61ST ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2020/04/17 00:00:00+00,4/17/2020 9:30:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Unknown,Daylight,,,,32,One parked--one moving,0,0,Y
1,-122.3115674,47.60217944,1099,54100,54100,2401006,Matched,Block,,16TH AVE BETWEEN E YESLER WAY AND E FIR W ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/06/28 00:00:00+00,6/28/2006 6:51:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,6179017,,32,One parked--one moving,0,0,N
1,-122.3006102,47.66712117,1100,58400,58400,2188818,Matched,Block,,25TH AVE NE BETWEEN NE BLAKELEY ST AND NE 54TH ST,,,1,Property Damage Only Collision,Other,2,0,0,2,2006/03/08 00:00:00+00,03-08-2006,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,6067028,,22,One car leaving driveway access,0,0,N
2,-122.2875459,47.56175885,1101,330940,332440,3856984,Matched,Block,,RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST, ,,2,Injury Collision,Other,1,0,0,1,2020/04/19 00:00:00+00,4/19/2020 3:37:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
2,-122.3357829,47.66503527,1102,50100,50100,2618113,Matched,Block,,N 50TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,,,2,Injury Collision,Rear Ended,12,0,0,4,2006/10/07 00:00:00+00,10-07-2006,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,6280014,,13,From same direction - both going straight - both moving - rear-end,0,0,N
2,-122.2699832,47.52617082,1103,38400,38400,1797617,Matched,Intersection,35427,RAINIER AVE S AND S CLOVERDALE ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2005/10/24 00:00:00+00,10/24/2005 4:00:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,,5297011,,0,Vehicle going straight hits pedestrian,0,0,N
2,-122.3397406,47.62454416,1104,24200,24200,1213856,Matched,Intersection,28765,9TH AVE N AND MERCER SR ST,,,2,Injury Collision,Angles,5,0,0,2,2004/06/13 00:00:00+00,6/13/2004 10:40:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4165013,,10,Entering at angle,0,0,N
1,-122.3202079,47.63138271,1105,56300,56300,2620581,Matched,Block,,10TH AVE E BETWEEN E HIGHLAND DR AND E GALER ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2006/11/13 00:00:00+00,11/13/2006 2:45:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Wet,Daylight,,6317012,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3174034,47.67874129,1106,320862,322362,E937612,Matched,Intersection,24475,ROOSEVELT WAY NE AND NE 69TH ST, ,,2,Injury Collision,Angles,2,0,0,2,2019/07/06 00:00:00+00,07-06-2019 21:11,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3942425,47.64773751,1107,1191,1191,3549368,Matched,Block,,29TH AVE W BETWEEN W BARRETT ST AND W DRAVUS ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 1:00:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
2,-122.2961423,47.6176226,1108,330844,332344,EA29972,Matched,Intersection,29983,M L KING JR WAY AND E HOWELL ST, ,,2,Injury Collision,Angles,2,0,0,2,2020/04/10 00:00:00+00,04-10-2020 16:08,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.356706,47.62501857,1109,44500,44500,2059127,Matched,Block,,QUEEN ANNE AVE N BETWEEN MERCER ST AND ROY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/10/16 00:00:00+00,10/16/2005 10:00:00 PM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,5289024,,32,One parked--one moving,0,0,N
1,-122.3267121,47.54610146,1110,31500,31500,1798281,Matched,Block,,S MICHIGAN ST BETWEEN 5TH PL S AND 6TH AVE S,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2004/08/03 00:00:00+00,08-03-2004,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4216034,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3167799,47.60805878,1111,1224,1224,3605978,Matched,Intersection,29795,12TH AVE AND E CHERRY ST, ,,2,Injury Collision,Angles,4,0,0,4,2013/03/30 00:00:00+00,3/30/2013 6:27:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dawn,,,,10,Entering at angle,0,0,N
1,-122.3236406,47.68679541,1112,1179,1179,3501510,Matched,Block,,NE 80TH ST BETWEEN 4TH AVE NE AND 5TH AVE NE, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 11:12:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3167799,47.60864269,1113,1288,1288,3476163,Matched,Block,,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/03/27 00:00:00+00,3/27/2013 2:02:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Daylight,,,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
2,-122.3224691,47.6030567,1114,330815,332315,EA29623,Unmatched,Block,,9TH AVE BETWEEN E FIR ST AND ALDER ST, ,,2,Injury Collision,,2,0,0,0,2020/04/16 00:00:00+00,4/16/2020,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.26115,47.52031675,1115,97200,97200,3344278,Matched,Block,,RAINIER AVE S BETWEEN 57TH AVE S AND ITHACA PL S,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2009/11/06 00:00:00+00,11-06-2009,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Raining,Wet,Dark - Street Lights On,,9310042,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3134392,47.5579,1119,52600,52600,2280359,Matched,Intersection,33318,15TH AVE S AND S SHELTON ST,,,2,Injury Collision,Rear Ended,3,0,0,2,2006/03/23 00:00:00+00,3/23/2006 7:28:00 AM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Wet,Daylight,,6082015,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3504655,47.61336696,1120,26500,26500,1079044,Matched,Intersection,29697,ELLIOTT AVE AND WALL ST,,,1,Property Damage Only Collision,Angles,4,0,0,2,2004/03/19 00:00:00+00,3/19/2004 9:53:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4079017,,10,Entering at angle,0,0,N
2,-122.3219204,47.70858579,1121,1141,1141,3613060,Matched,Block,,NE NORTHGATE WAY BETWEEN 5TH AVE NE AND 8TH AVE NE, ,,2,Injury Collision,Angles,3,0,0,2,2013/03/29 00:00:00+00,3/29/2013 12:27:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3633375,47.5638141,1122,18800,18800,1781325,Matched,Block,,DELRIDGE WAY SW BETWEEN SW GENESEE ST AND SW OREGON ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,2004/11/02 00:00:00+00,11-02-2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Daylight,,4307047,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3417045,47.6244977,1123,320837,322337,E919231,Matched,Block,,MERCER ST BETWEEN DEXTER AVE N AND 8TH AVE N, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/05/10 00:00:00+00,05-10-2019 16:40,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3283329,47.68685007,1124,84100,84100,2951968,Matched,Intersection,24536,1ST AVE NE AND NE 80TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2008/08/06 00:00:00+00,08-06-2008,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,8219034,,10,Entering at angle,0,0,N
1,-122.3609325,47.73277353,1126,330929,332429,3854608,Matched,Block,,3RD AVE NW BETWEEN NW 143RD ST AND NW 144TH ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2020/04/20 00:00:00+00,4/20/2020 9:08:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,26,From opposite direction - both going straight - sideswipe,0,0,N
1,-122.3364313,47.68960506,1128,1298,1298,3501977,Matched,Block,,WALLINGFORD AVE N BETWEEN N 82ND ST AND N 85TH ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2013/03/27 00:00:00+00,3/27/2013 8:32:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Overcast,Dry,Dark - Street Lights Off,,,,32,One parked--one moving,0,0,N
1,-122.356977,47.63413623,1129,57700,57700,2608461,Matched,Block,,QUEEN ANNE AVE N BETWEEN GARFIELD ST AND BLAINE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/09/17 00:00:00+00,9/17/2006 12:54:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,6260012,,32,One parked--one moving,0,0,N
1,-122.3301373,47.60724758,1130,330948,332448,EA30500,Matched,Block,,MADISON ST BETWEEN 6TH AVE AND 7TH AVE, ,,1,Property Damage Only Collision,Other,1,0,0,1,2020/04/01 00:00:00+00,04-01-2020 20:14,Mid-Block (but intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
1,-122.3446511,47.70142998,1131,50600,50600,C662927,Matched,Intersection,37301,AURORA AVE N AND N 100TH ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,2006/01/20 00:00:00+00,1/20/2006 10:40:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Wet,Dark - Street Lights On,,6020054,,16,From same direction - one right turn - one straight,0,0,N
1,-122.2975221,47.57752585,1132,36100,36100,1784346,Matched,Intersection,31488,RAINIER AVE S AND S FOREST ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2005/02/25 00:00:00+00,2/25/2005 5:48:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dusk,,5056012,,10,Entering at angle,0,0,N
1,-122.3767307,47.52196692,1134,70400,70400,2625914,Matched,Block,,35TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2007/11/19 00:00:00+00,11/19/2007 10:42:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Raining,Wet,Daylight,,7323046,,50,Fixed object,0,0,N
1,-122.3820249,47.52732592,1135,33900,33900,C653246,Matched,Block,,39TH AVE SW BETWEEN SW SULLIVAN ST AND SW TILLMAN ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/07/17 00:00:00+00,7/17/2005 11:59:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5198038,,32,One parked--one moving,0,0,N
